哈喽朋友！本直播源仅供个人测试,切勿外传 
王如华-一个人的北京,http://em.21dtv.com/songs/60146539.mkv
王奕心-偏偏喜欢你,http://em.21dtv.com/songs/60146538.mkv
王奕心-不做爱情胆小鬼,http://em.21dtv.com/songs/60146537.mkv
王大痣-DOPE MAN DOPE MUSIC,http://em.21dtv.com/songs/60146536.mkv
王华峰-这首歌是我写给你的,http://em.21dtv.com/songs/60146535.mkv
王华峰-跋涉千里来看你,http://em.21dtv.com/songs/60146534.mkv
王华峰-自己,http://em.21dtv.com/songs/60146533.mkv
王华峰-等候,http://em.21dtv.com/songs/60146532.mkv
王华峰-破冬,http://em.21dtv.com/songs/60146531.mkv
王华峰-病患,http://em.21dtv.com/songs/60146530.mkv
王华峰-疯子疯了,http://em.21dtv.com/songs/60146529.mkv
王华峰-海誓山盟,http://em.21dtv.com/songs/60146528.mkv
王华峰-樱花东街,http://em.21dtv.com/songs/60146527.mkv
王华峰-也许我会死于今晚,http://em.21dtv.com/songs/60146526.mkv
王华峰-CHERRY,http://em.21dtv.com/songs/60146525.mkv
王勇-我愿,http://em.21dtv.com/songs/60146524.mkv
王冕-我没有你说的那么坚强,http://em.21dtv.com/songs/60146523.mkv
王俊琪-我多喜欢你你会知道,http://em.21dtv.com/songs/60146522.mkv
王俊凯-冷暖,http://em.21dtv.com/songs/60146520.mkv
玄-无心无痛,http://em.21dtv.com/songs/60146519.mkv
狮子合唱团-我们的爱,http://em.21dtv.com/songs/60146518.mkv
狮子合唱团-天亮以后说分手,http://em.21dtv.com/songs/60146517.mkv
牛欣欣-梦计划,http://em.21dtv.com/songs/60146516.mkv
爱飞飞-依然爱你,http://em.21dtv.com/songs/60146515.mkv
熊七梅-月光情思,http://em.21dtv.com/songs/60146514.mkv
焱煊-清醒,http://em.21dtv.com/songs/60146513.mkv
炎亚纶+曾之乔-上辈子的双胞胎,http://em.21dtv.com/songs/60146512.mkv
灯塔-身不由己,http://em.21dtv.com/songs/60146511.mkv
灯塔-守不住的承诺,http://em.21dtv.com/songs/60146510.mkv
潘美辰+JOANNA MOON-好久都没有,http://em.21dtv.com/songs/60146508.mkv
潘晓峰-女汉子,http://em.21dtv.com/songs/60146507.mkv
漠心藤-回忆逃逃逃,http://em.21dtv.com/songs/60146506.mkv
满舒克+刘力扬-我在人民广场吃炸鸡,http://em.21dtv.com/songs/60146505.mkv
游牧人组合-醉乡,http://em.21dtv.com/songs/60146504.mkv
游牧人组合-行走,http://em.21dtv.com/songs/60146503.mkv
温莎森林乐队-沉迷,http://em.21dtv.com/songs/60146502.mkv
温建林-满天星星一颗明,http://em.21dtv.com/songs/60146501.mkv
温建林-树梢上月亮,http://em.21dtv.com/songs/60146500.mkv
温建林-我爱唱东方红,http://em.21dtv.com/songs/60146499.mkv
淳于珊珊+张煜枫-兄弟一辈子,http://em.21dtv.com/songs/60146498.mkv
涓子-爱情的牢无处可逃,http://em.21dtv.com/songs/60146497.mkv
涓子-感情的戏我没有演技,http://em.21dtv.com/songs/60146496.mkv
海生-别等了别傻了,http://em.21dtv.com/songs/60146495.mkv
浩林+若郗-牵手在一起,http://em.21dtv.com/songs/60146494.mkv
浅忆-心结谁来解,http://em.21dtv.com/songs/60146493.mkv
泽旺多吉-康巴红,http://em.21dtv.com/songs/60146491.mkv
沈震轩+周丽淇-我真的很好,http://em.21dtv.com/songs/60146490.mkv
沈震轩-我很好,http://em.21dtv.com/songs/60146489.mkv
沈波-若你还在,http://em.21dtv.com/songs/60146488.mkv
沈昊华+陈海娟+胡蝶-佛佑苍生,http://em.21dtv.com/songs/60146487.mkv
沈佳玉-痴情祭,http://em.21dtv.com/songs/60146486.mkv
沈丹丹-爱的旧电影,http://em.21dtv.com/songs/60146485.mkv
沈丹丹-爱情的名义,http://em.21dtv.com/songs/60146484.mkv
沈丹丹-梦游,http://em.21dtv.com/songs/60146483.mkv
沈丹丹-只因喜欢你,http://em.21dtv.com/songs/60146482.mkv
汪峰-那年我五岁,http://em.21dtv.com/songs/60146481.mkv
汤非+王莉-不忘初心,http://em.21dtv.com/songs/60146480.mkv
汤潮-战友兄弟,http://em.21dtv.com/songs/60146479.mkv
汤潮-大雨,http://em.21dtv.com/songs/60146478.mkv
江轩-别再让我哭,http://em.21dtv.com/songs/60146477.mkv
江央扎西-相伴到天涯,http://em.21dtv.com/songs/60146476.mkv
江嘎才里-今生爱人,http://em.21dtv.com/songs/60146475.mkv
江一燕-扎西德勒,http://em.21dtv.com/songs/60146474.mkv
永夜极光乐团+S AK-王者,http://em.21dtv.com/songs/60146473.mkv
永夜极光乐团-热血光芒,http://em.21dtv.com/songs/60146472.mkv
水果哥-寻千年,http://em.21dtv.com/songs/60146471.mkv
毛不易+钟易轩+廖俊涛-意料之中,http://em.21dtv.com/songs/60146470.mkv
毛不易-青春,http://em.21dtv.com/songs/60146469.mkv
毛不易-盛夏,http://em.21dtv.com/songs/60146468.mkv
毕书尽-我想你了,http://em.21dtv.com/songs/60146467.mkv
毕书尽-BE YOUR LIGHT,http://em.21dtv.com/songs/60146466.mkv
歌莉雅+何秉舜-香港八几,http://em.21dtv.com/songs/60146465.mkv
欧阳朵-小想念,http://em.21dtv.com/songs/60146464.mkv
欧阳娜娜+成龙-梦的天空,http://em.21dtv.com/songs/60146463.mkv
欧阳俊-既然你选择了分手,http://em.21dtv.com/songs/60146462.mkv
欣哲-四海的朋友,http://em.21dtv.com/songs/60146461.mkv
次仁央宗-唱歌给你听,http://em.21dtv.com/songs/60146460.mkv
樊君吉-男人难人,http://em.21dtv.com/songs/60146459.mkv
梦然-爱你让我忘了疼,http://em.21dtv.com/songs/60146458.mkv
梦彤-小康路上,http://em.21dtv.com/songs/60146457.mkv
梅朵-想你就是我的幸福,http://em.21dtv.com/songs/60146456.mkv
梅朵-岁月无痕,http://em.21dtv.com/songs/60146455.mkv
梁晓珺-沉重,http://em.21dtv.com/songs/60146454.mkv
梁山-梁山好汉,http://em.21dtv.com/songs/60146453.mkv
桑扎卓玛+泽尔丹+班永强+张岚-感恩有你,http://em.21dtv.com/songs/60146452.mkv
格桑英妮-就这么任性,http://em.21dtv.com/songs/60146451.mkv
查可欣-LOVE CAN TOUCH,http://em.21dtv.com/songs/60146450.mkv
林隆璇+魏如昀-那些歌儿,http://em.21dtv.com/songs/60146449.mkv
林隆璇-羽化,http://em.21dtv.com/songs/60146448.mkv
林贞儿-我在奇奇里,http://em.21dtv.com/songs/60146447.mkv
林紫媛-为你,http://em.21dtv.com/songs/60146446.mkv
林欣彤-毕业之后,http://em.21dtv.com/songs/60146445.mkv
林国庆-酒是知己烟是伴,http://em.21dtv.com/songs/60146444.mkv
林可昕-小王子,http://em.21dtv.com/songs/60146443.mkv
林军-不要放弃哟BABY,http://em.21dtv.com/songs/60146442.mkv
林俊杰+消除联萌-丹宁执着,http://em.21dtv.com/songs/60146441.mkv
杰歌-人生的方向,http://em.21dtv.com/songs/60146440.mkv
杰克+邱芸子-甘愿剖心肝,http://em.21dtv.com/songs/60146439.mkv
杰克+一绫-今生无后悔,http://em.21dtv.com/songs/60146438.mkv
杨澜-草原天路,http://em.21dtv.com/songs/60146437.mkv
杨澜-欢天喜地歌儿飞,http://em.21dtv.com/songs/60146436.mkv
杨溢升+徐真真+VYAN-一样不一样,http://em.21dtv.com/songs/60146435.mkv
杨梓文祺-最后一次等你到天亮,http://em.21dtv.com/songs/60146434.mkv
杨梓文祺-合欢树下,http://em.21dtv.com/songs/60146433.mkv
杨桐-风球,http://em.21dtv.com/songs/60146432.mkv
杨桐-隐秘对话,http://em.21dtv.com/songs/60146431.mkv
杨桐-哼唱月光,http://em.21dtv.com/songs/60146430.mkv
杨宗纬-浮生千山路,http://em.21dtv.com/songs/60146429.mkv
杨多一-TOUCH OF LOVE,http://em.21dtv.com/songs/60146428.mkv
杨坤-游击队之歌,http://em.21dtv.com/songs/60146427.mkv
杨坤-孤独颂,http://em.21dtv.com/songs/60146426.mkv
杨启斯-怎么还没睡,http://em.21dtv.com/songs/60146425.mkv
杨叶伟-在天亮之前说分手,http://em.21dtv.com/songs/60146424.mkv
杨卿俪+李雨衡-相约雷锋城,http://em.21dtv.com/songs/60146423.mkv
杨卿俪-呵呵,http://em.21dtv.com/songs/60146422.mkv
杨千桦-WONDER WOMAN,http://em.21dtv.com/songs/60146421.mkv
杨千嬅+丁子高-平行,http://em.21dtv.com/songs/60146420.mkv
杨乐婷-为了你 我愿意,http://em.21dtv.com/songs/60146418.mkv
杨一凡-酒鬼,http://em.21dtv.com/songs/60146417.mkv
杜若溪-独白,http://em.21dtv.com/songs/60146416.mkv
杜德伟-快乐颂,http://em.21dtv.com/songs/60146415.mkv
李雄-油菜花开我的爱,http://em.21dtv.com/songs/60146414.mkv
李雄-我在门源等你来,http://em.21dtv.com/songs/60146413.mkv
李荣浩+毛不易+马伯骞-模特,http://em.21dtv.com/songs/60146412.mkv
李荣浩-祝你幸福,http://em.21dtv.com/songs/60146411.mkv
李维-烟花易冷,http://em.21dtv.com/songs/60146410.mkv
李研心-跟着太阳走,http://em.21dtv.com/songs/60146409.mkv
李泰-一生执念,http://em.21dtv.com/songs/60146407.mkv
李泉-我想爱,http://em.21dtv.com/songs/60146406.mkv
李沐霖-忘情2017,http://em.21dtv.com/songs/60146405.mkv
李永江+崔向波+赵继影+赵慧勇-乘警之歌,http://em.21dtv.com/songs/60146404.mkv
李晓杰-半壶老酒,http://em.21dtv.com/songs/60146403.mkv
李春丽-风尘女,http://em.21dtv.com/songs/60146402.mkv
李昕融+弘诺方舟-静夜思,http://em.21dtv.com/songs/60146401.mkv
李敏荣-DEAR BOLA,http://em.21dtv.com/songs/60146400.mkv
李政-等待,http://em.21dtv.com/songs/60146399.mkv
李慧珍+冷场王驾到-我爱你中国,http://em.21dtv.com/songs/60146398.mkv
李慧珍-追梦赤子心,http://em.21dtv.com/songs/60146397.mkv
李强-相约艺都,http://em.21dtv.com/songs/60146396.mkv
李小杰-干了这一杯,http://em.21dtv.com/songs/60146395.mkv
李家伟-FANTASY,http://em.21dtv.com/songs/60146394.mkv
李安-I'M NOT OK,http://em.21dtv.com/songs/60146393.mkv
李天华-蓝色北京梦,http://em.21dtv.com/songs/60146392.mkv
李国超-似醉未醒,http://em.21dtv.com/songs/60146391.mkv
李响-留住时间的光,http://em.21dtv.com/songs/60146390.mkv
李华-这一次我不说再见,http://em.21dtv.com/songs/60146389.mkv
李剑青-出城,http://em.21dtv.com/songs/60146388.mkv
李剑青-不变的事,http://em.21dtv.com/songs/60146387.mkv
李克勤-龙须糖,http://em.21dtv.com/songs/60146386.mkv
李光-往事随风,http://em.21dtv.com/songs/60146385.mkv
李健-等爱的人,http://em.21dtv.com/songs/60146384.mkv
李健-梦中的娘,http://em.21dtv.com/songs/60146383.mkv
权施文-心碎了无痕,http://em.21dtv.com/songs/60146382.mkv
朵朵-不想起床,http://em.21dtv.com/songs/60146381.mkv
朵女郎大咖-我们的态度,http://em.21dtv.com/songs/60146380.mkv
朴赞颖-不过是再见,http://em.21dtv.com/songs/60146379.mkv
朱贺-一个亿,http://em.21dtv.com/songs/60146378.mkv
朱娜-爱懂,http://em.21dtv.com/songs/60146377.mkv
朱兴东-怎么走散了,http://em.21dtv.com/songs/60146376.mkv
朱亮-那时候不是现在,http://em.21dtv.com/songs/60146375.mkv
望海高歌+蒋婴-情歌唱到月亮上,http://em.21dtv.com/songs/60146374.mkv
望海高歌-缘分真的好奇妙,http://em.21dtv.com/songs/60146373.mkv
望海高歌-相思湖畔相思的歌,http://em.21dtv.com/songs/60146372.mkv
望海高歌-欣欣向荣,http://em.21dtv.com/songs/60146371.mkv
望海高歌-我的身边再也没有你,http://em.21dtv.com/songs/60146370.mkv
望海高歌-人在天涯心在家乡,http://em.21dtv.com/songs/60146369.mkv
曾楠-无忧岛,http://em.21dtv.com/songs/60146368.mkv
曾春年-念旧,http://em.21dtv.com/songs/60146367.mkv
曾春年-宣告,http://em.21dtv.com/songs/60146366.mkv
GORDAN,http://em.21dtv.com/songs/60146365.mkv
曾一鸣-会不会突然想起我,http://em.21dtv.com/songs/60146364.mkv
曹杨+陈颖恩-记得,http://em.21dtv.com/songs/60146363.mkv
曹权权-患难见真情,http://em.21dtv.com/songs/60146360.mkv
晶迪+超越-三千道义,http://em.21dtv.com/songs/60146359.mkv
晴小晴-假装不难过,http://em.21dtv.com/songs/60146358.mkv
晨熙-落情花,http://em.21dtv.com/songs/60146357.mkv
晓月-相思茧,http://em.21dtv.com/songs/60146356.mkv
晓月-相亲相爱,http://em.21dtv.com/songs/60146355.mkv
晓月-你像彩云又像风,http://em.21dtv.com/songs/60146354.mkv
晓晓+枫舞-遥远的思念,http://em.21dtv.com/songs/60146353.mkv
晓依-来世化蝶与你共舞,http://em.21dtv.com/songs/60146352.mkv
晏敏敏-情满靖州,http://em.21dtv.com/songs/60146351.mkv
昭娟-I FEEL LOVE,http://em.21dtv.com/songs/60146350.mkv
星月组合-把爱酿成酒,http://em.21dtv.com/songs/60146349.mkv
星月组合-情是故乡浓,http://em.21dtv.com/songs/60146348.mkv
星月组合-思乡夜,http://em.21dtv.com/songs/60146347.mkv
时翔云-美丽军花,http://em.21dtv.com/songs/60146346.mkv
旗美美-一把交椅西贝红,http://em.21dtv.com/songs/60146345.mkv
施颖-蜉蝣,http://em.21dtv.com/songs/60146344.mkv
方雨晨-黄昏夏,http://em.21dtv.com/songs/60146343.mkv
方瑶-飞花的中国遍地的歌,http://em.21dtv.com/songs/60146342.mkv
方泂镔-最笨的人是我,http://em.21dtv.com/songs/60146339.mkv
方泂镔-我不是神,http://em.21dtv.com/songs/60146338.mkv
斯日古楞-我看见,http://em.21dtv.com/songs/60146337.mkv
斯日古楞-天边的缘,http://em.21dtv.com/songs/60146336.mkv
文龙-逃爱2018,http://em.21dtv.com/songs/60146335.mkv
敖日格勒-古纳尔河之恋,http://em.21dtv.com/songs/60146334.mkv
持学法师-情僧,http://em.21dtv.com/songs/60146333.mkv
打扰一下乐团-MMA,http://em.21dtv.com/songs/60146332.mkv
扎西平措-阿妈的手,http://em.21dtv.com/songs/60146331.mkv
扎西多吉-醉毕节,http://em.21dtv.com/songs/60146330.mkv
扎西多吉-再为你唱首歌,http://em.21dtv.com/songs/60146329.mkv
戴爱玲-了不起寂寞,http://em.21dtv.com/songs/60146328.mkv
成龙-普通人,http://em.21dtv.com/songs/60146327.mkv
成泉-不忘初心,http://em.21dtv.com/songs/60146326.mkv
成学迅-姑娘跟我走,http://em.21dtv.com/songs/60146325.mkv
念晴-过家家的小新郎,http://em.21dtv.com/songs/60146324.mkv
徐誉滕-三千个月亮,http://em.21dtv.com/songs/60146323.mkv
徐睿轩-夜晚的女孩,http://em.21dtv.com/songs/60146322.mkv
徐佳莹-完美落地,http://em.21dtv.com/songs/60146320.mkv
彭玮瀚+朱克-我是一只小蚂蚁,http://em.21dtv.com/songs/60146319.mkv
彭伟家-梦醉大草原,http://em.21dtv.com/songs/60146318.mkv
张龙珍-嗨嗨情歌,http://em.21dtv.com/songs/60146317.mkv
张雷-看你流泪我会心碎,http://em.21dtv.com/songs/60146314.mkv
张雨飞-雨在飞,http://em.21dtv.com/songs/60146313.mkv
张辛怡-一生有你,http://em.21dtv.com/songs/60146312.mkv
张芝明-借母溪,http://em.21dtv.com/songs/60146311.mkv
张艺兴-SHEEP,http://em.21dtv.com/songs/60146310.mkv
张艺兴-I NEED U,http://em.21dtv.com/songs/60146309.mkv
张腾-DARLING,http://em.21dtv.com/songs/60146308.mkv
张继心-春风也知道,http://em.21dtv.com/songs/60146307.mkv
张磊-一厢情愿的不舍,http://em.21dtv.com/songs/60146306.mkv
张珊珊-LION,http://em.21dtv.com/songs/60146304.mkv
张淳媛-自己感悟,http://em.21dtv.com/songs/60146302.mkv
张海滨-好男儿志在四方,http://em.21dtv.com/songs/60146301.mkv
张梦羽-若水,http://em.21dtv.com/songs/60146300.mkv
张杰+胡斯默-波罗维茨舞曲,http://em.21dtv.com/songs/60146299.mkv
张杰+子子-JUST ONE LAST DANCE,http://em.21dtv.com/songs/60146298.mkv
张杰-回娘家,http://em.21dtv.com/songs/60146297.mkv
张智成-超人心,http://em.21dtv.com/songs/60146296.mkv
张智成-爱我,http://em.21dtv.com/songs/60146295.mkv
张智成-伤了和气,http://em.21dtv.com/songs/60146294.mkv
张晟源-拖延症,http://em.21dtv.com/songs/60146293.mkv
张怡诺-谁也离不开谁,http://em.21dtv.com/songs/60146292.mkv
张怡诺-记得咱的家,http://em.21dtv.com/songs/60146291.mkv
张心柔与漂鸟乐团-角落的咖啡店,http://em.21dtv.com/songs/60146290.mkv
张彥博+骆胤鸣-有种爱情,http://em.21dtv.com/songs/60146289.mkv
张小五-强军路上有你有我,http://em.21dtv.com/songs/60146288.mkv
张小九-海的故事,http://em.21dtv.com/songs/60146287.mkv
张学礼-我真的好想你,http://em.21dtv.com/songs/60146286.mkv
张多金-爱情的弱点,http://em.21dtv.com/songs/60146285.mkv
张多金-恐龙,http://em.21dtv.com/songs/60146284.mkv
张嘉洵-铁鹰飞翔,http://em.21dtv.com/songs/60146283.mkv
张北北-谁先认真谁先输,http://em.21dtv.com/songs/60146282.mkv
张冬玲-我的爱在草原,http://em.21dtv.com/songs/60146281.mkv
张信哲-时间都去哪儿了,http://em.21dtv.com/songs/60146280.mkv
张二嫂-扎心了老铁,http://em.21dtv.com/songs/60146279.mkv
张书瑶-你是我今生最爱的人,http://em.21dtv.com/songs/60146278.mkv
张书瑶-你不是真的爱我,http://em.21dtv.com/songs/60146277.mkv
张东朗-维西谣,http://em.21dtv.com/songs/60146276.mkv
张三弥-哑巴酒馆,http://em.21dtv.com/songs/60146275.mkv
开新傲-321,http://em.21dtv.com/songs/60146274.mkv
廖昌永-老师我总是想起你,http://em.21dtv.com/songs/60146273.mkv
廖媛-春天再唱响,http://em.21dtv.com/songs/60146272.mkv
庾澄庆+董姿彦-老实情歌+靠近,http://em.21dtv.com/songs/60146271.mkv
庾澄庆+卓猷燕-安静,http://em.21dtv.com/songs/60146270.mkv
庾澄庆-猴喜翻,http://em.21dtv.com/songs/60146269.mkv
康小白-奶泡与马克杯,http://em.21dtv.com/songs/60146268.mkv
康小白-刘筱雯,http://em.21dtv.com/songs/60146267.mkv
庞哲-找个爱你的人,http://em.21dtv.com/songs/60146266.mkv
庆钊-我们变他们了,http://em.21dtv.com/songs/60146265.mkv
庆钊-小人物的梦想,http://em.21dtv.com/songs/60146264.mkv
庄镇凯+杨静-床头梦,http://em.21dtv.com/songs/60146263.mkv
庄振凯+杨静-忍冬花,http://em.21dtv.com/songs/60146261.mkv
庄振凯-问情歌,http://em.21dtv.com/songs/60146260.mkv
庄振凯-有缘作伙,http://em.21dtv.com/songs/60146259.mkv
庄振凯-情泪,http://em.21dtv.com/songs/60146258.mkv
庄振凯-借孤单,http://em.21dtv.com/songs/60146257.mkv
庄振凯-你甘会体会,http://em.21dtv.com/songs/60146256.mkv
庄振凯-伤心味,http://em.21dtv.com/songs/60146255.mkv
幸运蜡笔-你愿意吗,http://em.21dtv.com/songs/60146253.mkv
常静-硷畔上的人,http://em.21dtv.com/songs/60146252.mkv
常静-三十里铺,http://em.21dtv.com/songs/60146251.mkv
常生-中华子孙,http://em.21dtv.com/songs/60146250.mkv
常思思-心有星光,http://em.21dtv.com/songs/60146249.mkv
带泪的鱼-我的吃货男朋友,http://em.21dtv.com/songs/60146248.mkv
带泪的鱼-为什么受伤也不走,http://em.21dtv.com/songs/60146247.mkv
希林娜依·高-无与伦比的美丽,http://em.21dtv.com/songs/60146246.mkv
希希-看准你,http://em.21dtv.com/songs/60146245.mkv
希希-愿意,http://em.21dtv.com/songs/60146244.mkv
希希-很愿意在一起,http://em.21dtv.com/songs/60146243.mkv
巩新亮-恶魔天使,http://em.21dtv.com/songs/60146242.mkv
崔红武-同聚旧情,http://em.21dtv.com/songs/60146241.mkv
崔子格-初心,http://em.21dtv.com/songs/60146240.mkv
岳靖川-就让我们骄傲的老去,http://em.21dtv.com/songs/60146239.mkv
岳峰-小的时候我的梦想是有一辆摩托,http://em.21dtv.com/songs/60146238.mkv
山羊哥李永聪+戴静-等你在直苴,http://em.21dtv.com/songs/60146237.mkv
山羊哥哥李永聪+戴静-羊哥哥羊妹妹,http://em.21dtv.com/songs/60146236.mkv
山羊哥哥李永聪-赛装赛到北京克,http://em.21dtv.com/songs/60146235.mkv
山羊哥哥李永聪-羊羔回家了,http://em.21dtv.com/songs/60146234.mkv
尼玛东周-草原之恋,http://em.21dtv.com/songs/60146233.mkv
尹元-LIKE YESTERDAY,http://em.21dtv.com/songs/60146232.mkv
小男孩乐团-思念种子,http://em.21dtv.com/songs/60146231.mkv
